Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Temperature,Precipitation,Weather_Condition,Hour,Month,DayOfWeek,DayOfYear,IsWeekend,IsRushHour,IsMorningRush,IsEveningRush,Season,IsExtremeTemp,TempCategory,HasPrecipitation,HeavyPrecipitation,IsMajorStation,AvgDelay_7days,DelayCount_7days,DelayCategory,IsSignificantDelay,Station_encoded,Code_encoded,Bound_encoded,Line_encoded,Weather_Condition_encoded,Season_encoded,TempCategory_encoded,DelayCategory_encoded
2023-01-07,09:00:00,Saturday,EGLINTON,MUSAN,1,2,S,SRT,5505,17.5,0.4,Rain,9,1,5,7,1,1,1,0,Winter,0,Mild,1,0,0,1.0,1.0,Minor,0,3,2,2,2,2,2,1,1
2023-01-11,22:00:00,Wednesday,EGLINTON,TUSC,8,12,W,SRT,5114,20.5,0.0,Rain,22,1,2,11,0,0,0,0,Winter,0,Warm,0,0,0,4.5,2.0,Major,1,3,4,3,2,2,2,2,0
2023-01-14,08:00:00,Saturday,EGLINTON,MUSAN,5,8,E,BD,5077,13.4,0.0,Rain,8,1,5,14,1,1,1,0,Winter,0,Mild,0,0,0,4.666666666666667,3.0,Moderate,0,3,2,0,0,2,2,1,2
2023-01-28,23:00:00,Saturday,EGLINTON,TUSC,1,2,W,SRT,5635,22.1,4.6,Rain,23,1,5,28,1,0,0,0,Winter,0,Warm,1,0,0,3.75,4.0,Minor,0,3,4,3,2,2,2,2,1
2023-02-16,17:00:00,Thursday,EGLINTON,PUSC,2,3,N,SHP,5999,22.2,0.0,Rain,17,2,3,47,0,1,0,1,Winter,0,Warm,0,0,0,3.4,5.0,Minor,0,3,3,1,1,2,2,2,1
2023-02-18,02:00:00,Saturday,EGLINTON,TUSC,4,6,W,SHP,5078,23.5,0.2,Clear,2,2,5,49,1,0,0,0,Winter,0,Warm,1,0,0,3.5,6.0,Moderate,0,3,4,3,1,0,2,2,2
2023-02-20,17:00:00,Monday,EGLINTON,PUSC,4,6,E,SHP,5647,13.7,0.9,Cloudy,17,2,0,51,0,1,0,1,Winter,0,Mild,1,0,0,3.5714285714285716,7.0,Moderate,0,3,3,0,1,1,2,1,2
2023-02-26,01:00:00,Sunday,EGLINTON,MURS,4,6,E,BD,5200,20.4,0.0,Cloudy,1,2,6,57,1,0,0,0,Winter,0,Warm,0,0,0,4.0,7.0,Moderate,0,3,1,0,0,1,2,2,2
2023-02-26,03:00:00,Sunday,EGLINTON,MUSAN,3,4,E,YU,5424,20.4,0.0,Cloudy,3,2,6,57,1,0,0,0,Winter,0,Warm,0,0,0,3.2857142857142856,7.0,Moderate,0,3,2,0,3,1,2,2,2
2023-02-26,19:00:00,Sunday,EGLINTON,PUSC,10,16,N,SHP,5093,20.4,0.0,Cloudy,19,2,6,57,1,1,0,1,Winter,0,Warm,0,0,0,4.0,7.0,Major,1,3,3,1,1,1,2,2,0
2023-03-05,13:00:00,Sunday,EGLINTON,MUSAN,10,15,N,BD,5776,24.3,0.1,Clear,13,3,6,64,1,0,0,0,Spring,0,Warm,1,0,0,5.285714285714286,7.0,Major,1,3,2,1,0,0,0,2,0
2023-03-06,18:00:00,Monday,EGLINTON,MUSAN,1,2,E,YU,5533,21.6,1.3,Clear,18,3,0,65,0,1,0,1,Spring,0,Warm,1,0,0,5.142857142857143,7.0,Minor,0,3,2,0,3,0,0,2,1
2023-03-10,07:00:00,Friday,EGLINTON,MUSAN,2,3,W,BD,5719,25.8,0.1,Clear,7,3,4,69,0,1,1,0,Spring,0,Warm,1,0,0,4.857142857142857,7.0,Minor,0,3,2,3,0,0,0,2,1
2023-03-12,17:00:00,Sunday,EGLINTON,TUSC,15,23,E,SHP,5055,20.0,0.0,Cloudy,17,3,6,71,1,1,0,1,Spring,0,Mild,0,0,0,6.428571428571429,7.0,Severe,1,3,4,0,1,1,0,1,3
2023-03-13,18:00:00,Monday,EGLINTON,MUSAN,2,3,N,SHP,5267,16.1,0.0,Rain,18,3,0,72,0,1,0,1,Spring,0,Mild,0,0,0,6.142857142857143,7.0,Minor,0,3,2,1,1,2,0,1,1
2023-03-13,23:00:00,Monday,EGLINTON,TUSC,9,14,E,BD,5457,16.1,0.0,Rain,23,3,0,72,0,0,0,0,Spring,0,Mild,0,0,0,7.0,7.0,Major,1,3,4,0,0,2,0,1,0
2023-03-20,18:00:00,Monday,EGLINTON,MURS,9,13,S,SHP,5350,11.9,1.9,Clear,18,3,0,79,0,1,0,1,Spring,0,Mild,1,0,0,6.857142857142857,7.0,Major,1,3,1,2,1,0,0,1,0
2023-03-22,08:00:00,Wednesday,EGLINTON,TUSC,3,5,N,SRT,5747,24.5,0.0,Clear,8,3,2,81,0,1,1,0,Spring,0,Warm,0,0,0,5.857142857142857,7.0,Moderate,0,3,4,1,2,0,0,2,2
2023-03-24,00:00:00,Friday,EGLINTON,PUSC,1,1,W,YU,5239,23.2,6.6,Rain,0,3,4,83,0,0,0,0,Spring,0,Warm,1,1,0,5.857142857142857,7.0,Minor,0,3,3,3,3,2,0,2,1
2023-03-28,10:00:00,Tuesday,EGLINTON,TUSC,2,3,S,BD,5519,26.7,0.0,Clear,10,3,1,87,0,0,0,0,Spring,0,Warm,0,0,0,5.857142857142857,7.0,Minor,0,3,4,2,0,0,0,2,1
2023-03-30,07:00:00,Thursday,EGLINTON,EUNT,1,2,S,SHP,5922,30.9,0.0,Clear,7,3,3,89,0,1,1,0,Spring,1,Warm,0,0,0,3.857142857142857,7.0,Minor,0,3,0,2,1,0,0,2,1
2023-03-30,15:00:00,Thursday,EGLINTON,MUSAN,3,4,N,BD,5622,30.9,0.0,Clear,15,3,3,89,0,0,0,0,Spring,1,Warm,0,0,0,4.0,7.0,Moderate,0,3,2,1,0,0,0,2,2
2023-04-03,08:00:00,Monday,EGLINTON,EUNT,4,7,E,YU,5019,25.2,1.6,Clear,8,4,0,93,0,1,1,0,Spring,0,Warm,1,0,0,3.2857142857142856,7.0,Moderate,0,3,0,0,3,0,0,2,2
2023-04-07,20:00:00,Friday,EGLINTON,EUNT,2,3,E,YU,5158,24.5,0.7,Clear,20,4,4,97,0,0,0,0,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Minor,0,3,0,0,3,0,0,2,1
2023-04-18,05:00:00,Tuesday,EGLINTON,EUNT,8,12,E,YU,5047,25.4,0.9,Rain,5,4,1,108,0,0,0,0,Spring,0,Warm,1,0,0,3.0,7.0,Major,1,3,0,0,3,2,0,2,0
2023-04-23,01:00:00,Sunday,EGLINTON,MUSAN,5,7,E,SHP,5115,30.6,3.7,Clear,1,4,6,113,1,0,0,0,Spring,1,Warm,1,0,0,3.5714285714285716,7.0,Moderate,0,3,2,0,1,0,0,2,2
2023-04-29,19:00:00,Saturday,EGLINTON,PUSC,8,12,E,SHP,5435,17.6,2.0,Rain,19,4,5,119,1,1,0,1,Spring,0,Mild,1,0,0,4.428571428571429,7.0,Major,1,3,3,0,1,2,0,1,0
2023-05-03,17:00:00,Wednesday,EGLINTON,MUSAN,1,1,S,SHP,5742,26.4,0.0,Rain,17,5,2,123,0,1,0,1,Spring,0,Warm,0,0,0,4.428571428571429,7.0,Minor,0,3,2,2,1,2,0,2,1
2023-05-08,17:00:00,Monday,EGLINTON,TUSC,1,2,E,SRT,5050,17.1,0.0,Clear,17,5,0,128,0,1,0,1,Spring,0,Mild,0,0,0,4.142857142857143,7.0,Minor,0,3,4,0,2,0,0,1,1
2023-05-10,09:00:00,Wednesday,EGLINTON,MUSAN,1,1,E,SRT,5148,25.6,5.0,Clear,9,5,2,130,0,1,1,0,Spring,0,Warm,1,0,0,3.7142857142857144,7.0,Minor,0,3,2,0,2,0,0,2,1
2023-05-14,00:00:00,Sunday,EGLINTON,TUSC,3,4,N,SHP,5763,26.6,0.0,Rain,0,5,6,134,1,0,0,0,Spring,0,Warm,0,0,0,3.857142857142857,7.0,Moderate,0,3,4,1,1,2,0,2,2
2023-05-17,17:00:00,Wednesday,EGLINTON,MURS,2,4,W,SRT,5179,27.2,0.2,Clear,17,5,2,137,0,1,0,1,Spring,0,Warm,1,0,0,3.0,7.0,Minor,0,3,1,3,2,0,0,2,1
2023-05-23,16:00:00,Tuesday,EGLINTON,MUSAN,4,6,S,BD,5551,22.3,1.1,Cloudy,16,5,1,143,0,0,0,0,Spring,0,Warm,1,0,0,2.857142857142857,7.0,Moderate,0,3,2,2,0,1,0,2,2
2023-05-30,02:00:00,Tuesday,EGLINTON,TUSC,2,4,S,BD,5068,11.2,1.0,Cloudy,2,5,1,150,0,0,0,0,Spring,0,Mild,1,0,0,2.0,7.0,Minor,0,3,4,2,0,1,0,1,1
2023-06-01,09:00:00,Thursday,EGLINTON,MUSAN,3,5,E,SRT,5547,20.0,0.0,Cloudy,9,6,3,152,0,1,1,0,Summer,0,Mild,0,0,0,2.2857142857142856,7.0,Moderate,0,3,2,0,2,1,1,1,2
2023-06-08,05:00:00,Thursday,EGLINTON,EUNT,15,22,N,SRT,5180,19.5,0.0,Clear,5,6,3,159,0,0,0,0,Summer,0,Mild,0,0,0,4.285714285714286,7.0,Severe,1,3,0,1,2,0,1,1,3
2023-06-09,03:00:00,Friday,EGLINTON,MUSAN,3,5,N,SRT,5171,14.4,2.3,Rain,3,6,4,160,0,0,0,0,Summer,0,Mild,1,0,0,4.571428571428571,7.0,Moderate,0,3,2,1,2,2,1,1,2
2023-06-11,20:00:00,Sunday,EGLINTON,MUSAN,6,9,W,SRT,5690,14.3,0.0,Rain,20,6,6,162,1,0,0,0,Summer,0,Mild,0,0,0,5.0,7.0,Major,1,3,2,3,2,2,1,1,0
2023-06-14,18:00:00,Wednesday,EGLINTON,MURS,1,2,E,SRT,5206,15.6,0.7,Snow,18,6,2,165,0,1,0,1,Summer,0,Mild,1,0,0,4.857142857142857,7.0,Minor,0,3,1,0,2,3,1,1,1
2023-06-14,20:00:00,Wednesday,EGLINTON,PUSC,2,3,W,BD,5319,15.6,0.7,Snow,20,6,2,165,0,0,0,0,Summer,0,Mild,1,0,0,4.571428571428571,7.0,Minor,0,3,3,3,0,3,1,1,1
2023-06-20,08:00:00,Tuesday,EGLINTON,EUNT,4,7,W,SHP,5324,20.9,0.0,Clear,8,6,1,171,0,1,1,0,Summer,0,Warm,0,0,0,4.857142857142857,7.0,Moderate,0,3,0,3,1,0,1,2,2
2023-06-24,13:00:00,Saturday,EGLINTON,EUNT,4,7,N,SRT,5390,21.5,1.7,Cloudy,13,6,5,175,1,0,0,0,Summer,0,Warm,1,0,0,5.0,7.0,Moderate,0,3,0,1,2,1,1,2,2
2023-06-25,16:00:00,Sunday,EGLINTON,EUNT,1,1,E,SHP,5357,8.5,1.7,Rain,16,6,6,176,1,0,0,0,Summer,0,Cool,1,0,0,3.0,7.0,Minor,0,3,0,0,1,2,1,0,1
2023-06-25,18:00:00,Sunday,EGLINTON,TUSC,4,6,W,BD,5210,8.5,1.7,Rain,18,6,6,176,1,1,0,1,Summer,0,Cool,1,0,0,3.142857142857143,7.0,Moderate,0,3,4,3,0,2,1,0,2
2023-07-04,02:00:00,Tuesday,EGLINTON,EUNT,7,11,E,BD,5611,16.7,0.2,Clear,2,7,1,185,0,0,0,0,Summer,0,Mild,1,0,0,3.2857142857142856,7.0,Major,1,3,0,0,0,0,1,1,0
2023-07-11,11:00:00,Tuesday,EGLINTON,PUSC,2,3,S,SRT,5274,12.7,0.0,Cloudy,11,7,1,192,0,0,0,0,Summer,0,Mild,0,0,0,3.4285714285714284,7.0,Minor,0,3,3,2,2,1,1,1,1
2023-07-14,01:00:00,Friday,EGLINTON,PUSC,3,4,E,SHP,5857,17.2,0.0,Clear,1,7,4,195,0,0,0,0,Summer,0,Mild,0,0,0,3.5714285714285716,7.0,Moderate,0,3,3,0,1,0,1,1,2
2023-07-15,12:00:00,Saturday,EGLINTON,TUSC,5,8,N,SHP,5264,7.9,0.0,Rain,12,7,5,196,1,0,0,0,Summer,0,Cool,0,0,0,3.7142857142857144,7.0,Moderate,0,3,4,1,1,2,1,0,2
2023-07-21,13:00:00,Friday,EGLINTON,MURS,2,3,E,SRT,5938,7.5,0.0,Clear,13,7,4,202,0,0,0,0,Summer,0,Cool,0,0,0,3.4285714285714284,7.0,Minor,0,3,1,0,2,0,1,0,1
2023-07-25,03:00:00,Tuesday,EGLINTON,MURS,2,4,N,SRT,5149,7.2,0.3,Rain,3,7,1,206,0,0,0,0,Summer,0,Cool,1,0,0,3.5714285714285716,7.0,Minor,0,3,1,1,2,2,1,0,1
2023-07-27,15:00:00,Thursday,EGLINTON,PUSC,7,11,W,SHP,5254,12.9,1.1,Cloudy,15,7,3,208,0,0,0,0,Summer,0,Mild,1,0,0,4.0,7.0,Major,1,3,3,3,1,1,1,1,0
2023-01-03,09:00:00,Tuesday,KING,MURS,1,2,S,SRT,5729,5.7,3.1,Cloudy,9,1,1,3,0,1,1,0,Winter,0,Cool,1,0,0,1.0,1.0,Minor,0,4,1,2,2,1,2,0,1
2023-01-04,07:00:00,Wednesday,KING,EUNT,1,2,N,BD,5981,18.9,0.0,Cloudy,7,1,2,4,0,1,1,0,Winter,0,Mild,0,0,0,1.0,2.0,Minor,0,4,0,1,0,1,2,1,1
2023-01-05,23:00:00,Thursday,KING,MUSAN,1,2,N,SHP,5460,20.1,1.9,Clear,23,1,3,5,0,0,0,0,Winter,0,Warm,1,0,0,1.0,3.0,Minor,0,4,2,1,1,0,2,2,1
2023-01-07,00:00:00,Saturday,KING,MUSAN,4,6,E,SHP,5665,17.5,0.4,Rain,0,1,5,7,1,0,0,0,Winter,0,Mild,1,0,0,1.75,4.0,Moderate,0,4,2,0,1,2,2,1,2
2023-01-08,04:00:00,Sunday,KING,PUSC,4,6,N,SHP,5524,8.8,10.5,Cloudy,4,1,6,8,1,0,0,0,Winter,0,Cool,1,1,0,2.2,5.0,Moderate,0,4,3,1,1,1,2,0,2
2023-01-12,14:00:00,Thursday,KING,MURS,1,1,N,SHP,5804,8.7,6.0,Cloudy,14,1,3,12,0,0,0,0,Winter,0,Cool,1,1,0,2.0,6.0,Minor,0,4,1,1,1,1,2,0,1
2023-01-15,08:00:00,Sunday,KING,EUNT,1,2,E,YU,5053,15.6,0.1,Cloudy,8,1,6,15,1,1,1,0,Winter,0,Mild,1,0,0,1.8571428571428572,7.0,Minor,0,4,0,0,3,1,2,1,1
2023-01-15,09:00:00,Sunday,KING,MURS,1,2,E,BD,5140,15.6,0.1,Cloudy,9,1,6,15,1,1,1,0,Winter,0,Mild,1,0,0,1.8571428571428572,7.0,Minor,0,4,1,0,0,1,2,1,1
2023-01-16,16:00:00,Monday,KING,MURS,15,22,E,SHP,5369,14.1,4.1,Rain,16,1,0,16,0,0,0,0,Winter,0,Mild,1,0,0,3.857142857142857,7.0,Severe,1,4,1,0,1,2,2,1,3
2023-01-21,01:00:00,Saturday,KING,EUNT,1,2,E,SHP,5570,18.0,1.1,Clear,1,1,5,21,1,0,0,0,Winter,0,Mild,1,0,0,3.857142857142857,7.0,Minor,0,4,0,0,1,0,2,1,1
2023-01-22,01:00:00,Sunday,KING,PUSC,3,5,N,BD,5375,18.4,0.7,Cloudy,1,1,6,22,1,0,0,0,Winter,0,Mild,1,0,0,3.7142857142857144,7.0,Moderate,0,4,3,1,0,1,2,1,2
2023-02-02,08:00:00,Thursday,KING,MUSAN,5,8,N,YU,5568,21.6,0.0,Cloudy,8,2,3,33,0,1,1,0,Winter,0,Warm,0,0,0,3.857142857142857,7.0,Moderate,0,4,2,1,3,1,2,2,2
2023-02-09,19:00:00,Thursday,KING,MUSAN,4,6,N,BD,5018,20.2,0.0,Cloudy,19,2,3,40,0,1,0,1,Winter,0,Warm,0,0,0,4.285714285714286,7.0,Moderate,0,4,2,1,0,1,2,2,2
2023-02-12,17:00:00,Sunday,KING,MURS,1,1,E,BD,5446,19.3,1.6,Clear,17,2,6,43,1,1,0,1,Winter,0,Mild,1,0,0,4.285714285714286,7.0,Minor,0,4,1,0,0,0,2,1,1
2023-02-16,01:00:00,Thursday,KING,PUSC,1,2,W,YU,5189,22.2,0.0,Rain,1,2,3,47,0,0,0,0,Winter,0,Warm,0,0,0,4.285714285714286,7.0,Minor,0,4,3,3,3,2,2,2,1
2023-02-17,08:00:00,Friday,KING,MUSAN,3,5,S,YU,5566,20.6,0.6,Clear,8,2,4,48,0,1,1,0,Winter,0,Warm,1,0,0,2.5714285714285716,7.0,Moderate,0,4,2,2,3,0,2,2,2
2023-02-22,17:00:00,Wednesday,KING,PUSC,1,2,E,SHP,5947,26.5,0.5,Clear,17,2,2,53,0,1,0,1,Winter,0,Warm,1,0,0,2.5714285714285716,7.0,Minor,0,4,3,0,1,0,2,2,1
2023-02-23,10:00:00,Thursday,KING,TUSC,3,5,E,SHP,5709,21.8,0.0,Clear,10,2,3,54,0,0,0,0,Winter,0,Warm,0,0,0,2.5714285714285716,7.0,Moderate,0,4,4,0,1,0,2,2,2
2023-02-27,08:00:00,Monday,KING,PUSC,8,12,S,SRT,5853,13.9,1.0,Rain,8,2,0,58,0,1,1,0,Winter,0,Mild,1,0,0,3.0,7.0,Major,1,4,3,2,2,2,2,1,0
2023-03-02,19:00:00,Thursday,KING,TUSC,4,6,E,SRT,5132,27.3,0.3,Clear,19,3,3,61,0,1,0,1,Spring,0,Warm,1,0,0,3.0,7.0,Moderate,0,4,4,0,2,0,0,2,2
2023-03-07,14:00:00,Tuesday,KING,TUSC,1,1,S,BD,5196,24.5,4.9,Clear,14,3,1,66,0,0,0,0,Spring,0,Warm,1,0,0,3.0,7.0,Minor,0,4,4,2,0,0,0,2,1
2023-03-08,06:00:00,Wednesday,KING,PUSC,1,1,N,SRT,5837,21.2,0.0,Rain,6,3,2,67,0,0,0,0,Spring,0,Warm,0,0,0,3.0,7.0,Minor,0,4,3,1,2,2,0,2,1
2023-03-08,19:00:00,Wednesday,KING,MUSAN,2,3,E,SHP,5595,21.2,0.0,Rain,19,3,2,67,0,1,0,1,Spring,0,Warm,0,0,0,2.857142857142857,7.0,Minor,0,4,2,0,1,2,0,2,1
2023-03-13,03:00:00,Monday,KING,TUSC,3,4,S,SRT,5178,16.1,0.0,Rain,3,3,0,72,0,0,0,0,Spring,0,Mild,0,0,0,3.142857142857143,7.0,Moderate,0,4,4,2,2,2,0,1,2
2023-03-13,11:00:00,Monday,KING,EUNT,3,4,S,SRT,5767,16.1,0.0,Rain,11,3,0,72,0,0,0,0,Spring,0,Mild,0,0,0,3.142857142857143,7.0,Moderate,0,4,0,2,2,2,0,1,2
2023-03-16,17:00:00,Thursday,KING,MUSAN,2,3,N,SHP,5446,22.7,0.6,Cloudy,17,3,3,75,0,1,0,1,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Minor,0,4,2,1,1,1,0,2,1
2023-03-16,19:00:00,Thursday,KING,MURS,2,3,S,BD,5987,22.7,0.6,Cloudy,19,3,3,75,0,1,0,1,Spring,0,Warm,1,0,0,2.0,7.0,Minor,0,4,1,2,0,1,0,2,1
2023-03-18,17:00:00,Saturday,KING,EUNT,3,5,N,BD,5724,21.2,2.7,Cloudy,17,3,5,77,1,1,0,1,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Moderate,0,4,0,1,0,1,0,2,2
2023-03-24,21:00:00,Friday,KING,MUSAN,3,4,E,SHP,5629,23.2,6.6,Rain,21,3,4,83,0,0,0,0,Spring,0,Warm,1,1,0,2.5714285714285716,7.0,Moderate,0,4,2,0,1,2,0,2,2
2023-04-03,18:00:00,Monday,KING,EUNT,1,1,W,BD,5043,25.2,1.6,Clear,18,4,0,93,0,1,0,1,Spring,0,Warm,1,0,0,2.4285714285714284,7.0,Minor,0,4,0,3,0,0,0,2,1
2023-04-07,19:00:00,Friday,KING,EUNT,2,3,N,YU,5420,24.5,0.7,Clear,19,4,4,97,0,1,0,1,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Minor,0,4,0,1,3,0,0,2,1
2023-04-11,23:00:00,Tuesday,KING,PUSC,3,5,N,SHP,5034,27.0,0.0,Cloudy,23,4,1,101,0,0,0,0,Spring,0,Warm,0,0,0,2.2857142857142856,7.0,Moderate,0,4,3,1,1,1,0,2,2
2023-04-18,07:00:00,Tuesday,KING,EUNT,5,7,N,SRT,5780,25.4,0.9,Rain,7,4,1,108,0,1,1,0,Spring,0,Warm,1,0,0,2.7142857142857144,7.0,Moderate,0,4,0,1,2,2,0,2,2
2023-04-19,19:00:00,Wednesday,KING,TUSC,3,5,N,YU,5971,17.0,0.0,Rain,19,4,2,109,0,1,0,1,Spring,0,Mild,0,0,0,2.857142857142857,7.0,Moderate,0,4,4,1,3,2,0,1,2
2023-05-04,17:00:00,Thursday,KING,PUSC,2,3,W,SHP,5322,24.2,0.0,Cloudy,17,5,3,124,0,1,0,1,Spring,0,Warm,0,0,0,2.7142857142857144,7.0,Minor,0,4,3,3,1,1,0,2,1
2023-05-06,04:00:00,Saturday,KING,EUNT,1,2,N,SHP,5079,29.1,0.0,Rain,4,5,5,126,1,0,0,0,Spring,0,Warm,0,0,0,2.4285714285714284,7.0,Minor,0,4,0,1,1,2,0,2,1
2023-05-14,14:00:00,Sunday,KING,EUNT,3,5,W,SRT,5809,26.6,0.0,Rain,14,5,6,134,1,0,0,0,Spring,0,Warm,0,0,0,2.7142857142857144,7.0,Moderate,0,4,0,3,2,2,0,2,2
2023-05-23,19:00:00,Tuesday,KING,MURS,1,1,N,SHP,5842,22.3,1.1,Cloudy,19,5,1,143,0,1,0,1,Spring,0,Warm,1,0,0,2.5714285714285716,7.0,Minor,0,4,1,1,1,1,0,2,1
2023-05-27,08:00:00,Saturday,KING,TUSC,4,6,N,SRT,5249,22.2,3.4,Clear,8,5,5,147,1,1,1,0,Spring,0,Warm,1,0,0,2.7142857142857144,7.0,Moderate,0,4,4,1,2,0,0,2,2
2023-05-28,02:00:00,Sunday,KING,EUNT,5,8,N,SHP,5924,20.9,2.7,Rain,2,5,6,148,1,0,0,0,Spring,0,Warm,1,0,0,2.7142857142857144,7.0,Moderate,0,4,0,1,1,2,0,2,2
2023-06-05,07:00:00,Monday,KING,MUSAN,6,9,E,SHP,5709,18.7,9.7,Clear,7,6,0,156,0,1,1,0,Summer,0,Mild,1,1,0,3.142857142857143,7.0,Major,1,4,2,0,1,0,1,1,0
2023-06-11,10:00:00,Sunday,KING,TUSC,5,7,S,SHP,5959,14.3,0.0,Rain,10,6,6,162,1,0,0,0,Summer,0,Mild,0,0,0,3.5714285714285716,7.0,Moderate,0,4,4,2,1,2,1,1,2
2023-06-19,15:00:00,Monday,KING,MURS,2,4,W,BD,5967,19.3,0.0,Clear,15,6,0,170,0,0,0,0,Summer,0,Mild,0,0,0,3.7142857142857144,7.0,Minor,0,4,1,3,0,0,1,1,1
2023-06-20,19:00:00,Tuesday,KING,EUNT,2,4,S,SHP,5896,20.9,0.0,Clear,19,6,1,171,0,1,0,1,Summer,0,Warm,0,0,0,3.5714285714285716,7.0,Minor,0,4,0,2,1,0,1,2,1
2023-07-05,06:00:00,Wednesday,KING,MUSAN,1,2,W,SHP,5040,7.2,0.0,Cloudy,6,7,2,186,0,0,0,0,Summer,0,Cool,0,0,0,3.5714285714285716,7.0,Minor,0,4,2,3,1,1,1,0,1
2023-07-05,11:00:00,Wednesday,KING,EUNT,1,2,N,SHP,5226,7.2,0.0,Cloudy,11,7,2,186,0,0,0,0,Summer,0,Cool,0,0,0,3.142857142857143,7.0,Minor,0,4,0,1,1,1,1,0,1
2023-07-07,17:00:00,Friday,KING,MUSAN,2,3,W,SRT,5657,23.5,0.0,Clear,17,7,4,188,0,1,0,1,Summer,0,Warm,0,0,0,2.7142857142857144,7.0,Minor,0,4,2,3,2,0,1,2,1
2023-07-11,17:00:00,Tuesday,KING,EUNT,1,2,N,SHP,5179,12.7,0.0,Cloudy,17,7,1,192,0,1,0,1,Summer,0,Mild,0,0,0,2.0,7.0,Minor,0,4,0,1,1,1,1,1,1
2023-07-11,18:00:00,Tuesday,KING,TUSC,1,2,W,SRT,5078,12.7,0.0,Cloudy,18,7,1,192,0,1,0,1,Summer,0,Mild,0,0,0,1.4285714285714286,7.0,Minor,0,4,4,3,2,1,1,1,1
2023-07-14,00:00:00,Friday,KING,TUSC,2,3,N,SHP,5892,17.2,0.0,Clear,0,7,4,195,0,0,0,0,Summer,0,Mild,0,0,0,1.4285714285714286,7.0,Minor,0,4,4,1,1,0,1,1,1
2023-07-16,08:00:00,Sunday,KING,PUSC,6,10,N,YU,5918,7.6,0.4,Rain,8,7,6,197,1,1,1,0,Summer,0,Cool,1,0,0,2.0,7.0,Major,1,4,3,1,3,2,1,0,0
2023-07-17,08:00:00,Monday,KING,TUSC,3,5,W,BD,5299,12.4,0.0,Cloudy,8,7,0,198,0,1,1,0,Summer,0,Mild,0,0,0,2.2857142857142856,7.0,Moderate,0,4,4,3,0,1,1,1,2
2023-07-18,07:00:00,Tuesday,KING,PUSC,3,5,E,BD,5738,7.1,3.6,Snow,7,7,1,199,0,1,1,0,Summer,0,Cool,1,0,0,2.5714285714285716,7.0,Moderate,0,4,3,0,0,3,1,0,2
2023-07-25,17:00:00,Tuesday,KING,EUNT,1,2,S,SHP,5436,7.2,0.3,Rain,17,7,1,206,0,1,0,1,Summer,0,Cool,1,0,0,2.4285714285714284,7.0,Minor,0,4,0,2,1,2,1,0,1
2023-01-03,15:00:00,Tuesday,QUEEN,EUNT,1,1,S,BD,5109,5.7,3.1,Cloudy,15,1,1,3,0,0,0,0,Winter,0,Cool,1,0,0,1.0,1.0,Minor,0,5,0,2,0,1,2,0,1
2023-01-06,11:00:00,Friday,QUEEN,PUSC,3,5,S,BD,5458,18.7,1.6,Cloudy,11,1,4,6,0,0,0,0,Winter,0,Mild,1,0,0,2.0,2.0,Moderate,0,5,3,2,0,1,2,1,2
2023-01-06,12:00:00,Friday,QUEEN,TUSC,3,5,N,SRT,5758,18.7,1.6,Cloudy,12,1,4,6,0,0,0,0,Winter,0,Mild,1,0,0,2.3333333333333335,3.0,Moderate,0,5,4,1,2,1,2,1,2
2023-01-09,16:00:00,Monday,QUEEN,MURS,1,1,S,SHP,5600,17.9,5.8,Clear,16,1,0,9,0,0,0,0,Winter,0,Mild,1,1,0,2.0,4.0,Minor,0,5,1,2,1,0,2,1,1
2023-01-12,03:00:00,Thursday,QUEEN,EUNT,1,2,N,SHP,5996,8.7,6.0,Cloudy,3,1,3,12,0,0,0,0,Winter,0,Cool,1,1,0,1.8,5.0,Minor,0,5,0,1,1,1,2,0,1
2023-01-12,09:00:00,Thursday,QUEEN,TUSC,1,2,W,YU,5287,8.7,6.0,Cloudy,9,1,3,12,0,1,1,0,Winter,0,Cool,1,1,0,1.6666666666666667,6.0,Minor,0,5,4,3,3,1,2,0,1
2023-01-12,10:00:00,Thursday,QUEEN,TUSC,1,1,S,SRT,5472,8.7,6.0,Cloudy,10,1,3,12,0,0,0,0,Winter,0,Cool,1,1,0,1.5714285714285714,7.0,Minor,0,5,4,2,2,1,2,0,1
2023-01-17,19:00:00,Tuesday,QUEEN,MUSAN,1,2,E,BD,5719,22.1,2.0,Snow,19,1,1,17,0,1,0,1,Winter,0,Warm,1,0,0,1.5714285714285714,7.0,Minor,0,5,2,0,0,3,2,2,1
2023-01-20,22:00:00,Friday,QUEEN,PUSC,1,2,W,SHP,5327,25.9,5.4,Rain,22,1,4,20,0,0,0,0,Winter,0,Warm,1,1,0,1.2857142857142858,7.0,Minor,0,5,3,3,1,2,2,2,1
2023-01-21,21:00:00,Saturday,QUEEN,EUNT,2,3,S,YU,5359,18.0,1.1,Clear,21,1,5,21,1,0,0,0,Winter,0,Mild,1,0,0,1.1428571428571428,7.0,Minor,0,5,0,2,3,0,2,1,1
